"scenario","rep","np_regime","n","p","H_true","G_true","K_joint","separation","mixture_param_mode","mixture_variance_mode","intercept_mode","intercept_sd","intercept_block_span","intercept_clip","loading_design","block_size_mode","mixture_update","mu_prior_mean","mu_prior_kappa","var_prior_shape","var_prior_scale","weight_prior_alpha","method","mean_factor_abs_cor","min_factor_abs_cor","lambda_corr","lambda_rmse","alpha_corr","alpha_rmse","alpha_raw_corr","alpha_raw_rmse","probability_rmse","joint_profile_ari","seconds","pretraining_converged","pretraining_completed_iter","selected_pretraining_iteration","pretraining_return_best_iteration","refinement_converged","refinement_completed_iter","selected_refinement_iteration","refinement_return_best_iteration","refinement_stopping_objective","joint_mu_rmse","joint_var_rmse","joint_mu_corr","joint_var_corr","joint_weight_corr","joint_weight_rmse","joint_weight_l1","joint_weight_max_abs_error","est_effective_classes_001","est_effective_classes_01","flat_parameter_corr","flat_parameter_blocks","all_parameter_corr","all_parameter_corr_raw","all_parameter_blocks","occupied_classes","posterior_kept_draws","mfa_seconds_per_iter","mfa_converged","mfa_completed_iter","mfa_final_lambda_rel_range","mfa_final_intercept_rel_range","mfa_final_occupied_range"
"rep16_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",16,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.584974985157799,0.427108911335043,0.592802083563804,0.8834329085478,0.959835146676724,0.284497406510527,0.959862155185841,0.284025098334406,0.0927477650077061,0.214104872889289,16.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52835944407318,0.861750926436808,0.443407099993329,0.172678768353988,NA,0.212403508762159,1.46207327392802,0.413502273562574,8,2,0.668259846522076,"alpha+loading+joint_mu+joint_var+joint_weight",0.625557910662485,0.630947388956345,"alpha+loading+joint_mu+joint_log_var",3,1000,0.0080035,FALSE,2000,1.63988413412295,0.948314812032278,1
"rep17_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",17,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.984087980811491,0.973628999062061,0.907418214261958,0.230230358088067,0.949769867947403,0.251032848890068,NA,NA,0.0898245251637973,0.76376542472815,13.547,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.127785074761337,0.0653888412271899,0.990381391103241,0.931620698340146,NA,0.0293762715153758,0.19007673208547,0.0528745187372364,8,8,0.927253559919625,"alpha+loading+joint_mu+joint_var+joint_weight",0.915828157512852,0.93097961400399,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep17_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",17,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.517178433268401,0.417128911992782,0.831254241233326,0.849637787852426,0.959783083082173,0.257233763717881,0.959868438737329,0.256628023556532,0.0972477634232928,0.00203819023735056,15.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92128336168687,1.28247957266917,0.373750327580998,0.271987189801683,NA,0.323448196435656,1.7114355094569,0.855717754728448,8,2,0.771801994125056,"alpha+loading+joint_mu+joint_var+joint_weight",0.801203783126436,0.716141181765686,"alpha+loading+joint_mu+joint_log_var",2,1000,0.0078665,FALSE,2000,2.06322700739809,1.54357743261868,1
"rep18_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",18,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.986427517848517,0.979972667960791,0.895193649216831,0.311777559556636,0.931571701089121,0.373399336462258,NA,NA,0.0875180390726564,0.739370261277478,15.718,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.1018399061614,0.0862728371266887,0.99712849385454,0.86761697216861,NA,0.0218972454848322,0.161425656814334,0.030136219397582,8,8,0.911607746624199,"alpha+loading+joint_mu+joint_var+joint_weight",0.90092265091782,0.910375788041864,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep18_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",18,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.449549790785674,0.227935359131413,0.619183113444249,0.971014550230297,0.968364432537469,0.306939523238999,0.968379495309734,0.306756381947685,0.0882794066280144,0.213896344910472,15.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08888369593133,1.03598957455006,0.413068417662414,0.211706171967634,NA,0.218322792584983,1.4645539563591,0.475180369192951,8,2,0.686169810058558,"alpha+loading+joint_mu+joint_var+joint_weight",0.648556072381619,0.648590113006001,"alpha+loading+joint_mu+joint_log_var",3,1000,0.00791800000000001,FALSE,2000,1.51787769915098,1.0112222228771,0
"rep19_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",19,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.985898890129565,0.980160808272379,0.891721262862005,0.296297341340817,0.911699080117904,0.425831568082722,NA,NA,0.0858124980873223,0.783325283613515,14.2430000000001,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0819593049147995,0.0654758452360424,0.996181150258992,0.934619644572416,NA,0.0190557648627827,0.135758396398264,0.0267441122149096,8,8,0.90030051828909,"alpha+loading+joint_mu+joint_var+joint_weight",0.895001913443502,0.902635743564477,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep19_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",19,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.519808273177616,0.376305594709617,0.684137222593867,0.937791714016666,0.955616046316969,0.353973330123278,0.955711923978838,0.353573416063658,0.0887111939430237,-0.000677946950651137,15.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95588060616179,1.16902216006228,0.382824325023221,0.279314501415272,NA,0.316031935238693,1.67195265422796,0.83597632711398,8,2,0.71300731507052,"alpha+loading+joint_mu+joint_var+joint_weight",0.693633386211796,0.666828824581573,"alpha+loading+joint_mu+joint_log_var",2,1000,0.00783850000000001,FALSE,2000,1.25900586329793,0.755099323078083,1
"rep20_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",20,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.989945631696853,0.988894065041929,0.911310748582707,0.263843222972145,0.950018597423158,0.315340065029388,NA,NA,0.0865470010286272,0.939112312035769,13.5359999999999,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.157735771405873,0.0883340270014897,0.99207539703041,0.805419211293753,NA,0.0351208543895008,0.230863005317936,0.0621378406183597,8,8,0.928179955729272,"alpha+loading+joint_mu+joint_var+joint_weight",0.920189204873522,0.93181595975385,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep20_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",20,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.600226121058738,0.430881757034943,0.770469467723446,0.85214913345386,0.956494436768973,0.313441314509419,0.956575116739396,0.312769678381703,0.0913234358380445,0.00166624304555337,15.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81380748835287,0.963917072684705,0.427313821491849,0.385652642014075,NA,0.227878218722459,1.45113088087195,0.542257304979692,8,2,0.77460840595237,"alpha+loading+joint_mu+joint_var+joint_weight",0.76969833934069,0.728080456639438,"alpha+loading+joint_mu+joint_log_var",2,1000,0.00785399999999998,FALSE,2000,1.76949404668239,1.35253650224209,2
"rep21_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",21,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.988557553466452,0.987345782150199,0.904537113009518,0.27960398645509,0.939025340618209,0.416777793964392,NA,NA,0.0889762890286743,0.820388630967991,13.481,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0869560738445952,0.084115920884702,0.997578620257706,0.836891017720391,NA,0.0187801524442931,0.122365026899584,0.0315671005327506,8,8,0.920172814581202,"alpha+loading+joint_mu+joint_var+joint_weight",0.911835384888299,0.919820530856638,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep21_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",21,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.492198168415307,0.406811977684455,0.716259901649128,0.964477017722848,0.960111332965815,0.432405419906313,0.960148127490294,0.431484601197017,0.0893314174876299,0.217492942638184,15.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63867735490739,1.01534237014677,0.386138857396709,0.284043118839614,NA,0.211567787845335,1.46517552899701,0.37681583409532,8,3,0.731729351661358,"alpha+loading+joint_mu+joint_var+joint_weight",0.722801505485499,0.680641662639521,"alpha+loading+joint_mu+joint_log_var",3,1000,0.00791550000000001,FALSE,2000,1.51887797310574,0.853936902292794,1
"rep22_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",22,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.98799200111015,0.983237518518492,0.913735745148848,0.23532889181345,0.933999799857718,0.318674992221005,NA,NA,0.0874780275167839,0.75915039474762,12.875,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.196028812814201,0.08247154712057,0.983043817161025,0.853621478356721,NA,0.0432449508521477,0.329647144732768,0.0612668160522329,8,8,0.92430674870491,"alpha+loading+joint_mu+joint_var+joint_weight",0.917190842673802,0.924950842183163,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep22_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",22,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.382433901589451,0.0561873571771535,0.644809211145782,0.963331024146924,0.961565180808616,0.290067992633838,0.961566628445308,0.29002336490525,0.0904142045438417,0.00442582936813215,15.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19616592465598,1.15988104612432,0.429276863069861,-0.0439076832336903,NA,0.258256760957416,1.46422187415744,0.662873157294518,8,2,0.686905126060214,"alpha+loading+joint_mu+joint_var+joint_weight",0.661858879922205,0.637007519731982,"alpha+loading+joint_mu+joint_log_var",2,1000,0.00784449999999998,FALSE,2000,2.67553118297478,0.907547088865978,1
"rep23_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",23,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.98599944975602,0.980464014866235,0.89154008361529,0.302523136633466,0.907213527161185,0.385920233281462,NA,NA,0.0869316519694438,0.86697382752318,14.9920000000001,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.191479677098816,0.0632770696592317,0.988566742439849,0.940929583768181,NA,0.0424504395178401,0.295622883004305,0.0730012058387844,8,8,0.897915897653788,"alpha+loading+joint_mu+joint_var+joint_weight",0.893021899241904,0.902633667892541,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep23_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",23,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.52194593909626,0.36660351992685,0.65450526866379,1.00383394643614,0.965609242156064,0.258440326498648,0.965606131578047,0.258114304809483,0.0878323652830486,0.196941824742458,15.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61745830366579,0.890840470103652,0.42337794367227,0.0754396091539741,NA,0.227505019214629,1.44545742008826,0.54245806882138,8,3,0.682842192117833,"alpha+loading+joint_mu+joint_var+joint_weight",0.661636487524212,0.638066765579578,"alpha+loading+joint_mu+joint_log_var",3,1000,0.00781099999999998,FALSE,2000,1.15943528098253,0.723575619351275,1
"rep24_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",24,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.985294701611455,0.979548657680887,0.883875682961249,0.298130505637562,0.92659309442559,0.456787856925908,NA,NA,0.0878743119252781,0.818338367727183,13.32,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.118534679951893,0.063145578293797,0.993406008692803,0.932102964962495,NA,0.0261905827142039,0.197356091575696,0.0389557879305673,8,8,0.904663883616383,"alpha+loading+joint_mu+joint_var+joint_weight",0.893908941605553,0.904166065678132,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep24_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",24,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.364608192059488,0.0812191129588486,0.196339902981942,1.21497778252991,0.961705620264643,0.363529089165367,0.961727714063522,0.36312278342645,0.092078276588557,-0.000728091748245259,15.6700000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39445199996551,1.02435924006555,0.544461750248979,0.479152944947292,NA,0.264847829261956,1.44746901617788,0.687348856985882,8,3,0.410729094647441,"alpha+loading+joint_mu+joint_var+joint_weight",0.298082254687536,0.393071239096598,"alpha+loading+joint_mu+joint_log_var",3,1000,0.00783500000000004,FALSE,2000,1.40348778559956,0.764324325503654,0
"rep25_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",25,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.988289273643089,0.985044299817946,0.920856703112429,0.239552297467046,0.955339084597044,0.316063838165546,NA,NA,0.0866809446648655,0.9341431670282,13.576,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0482216999121771,0.0507635317953954,0.998814664156206,0.961531288749217,NA,0.0111818523950359,0.0750617904385914,0.0197058941128538,8,8,0.937646050299742,"alpha+loading+joint_mu+joint_var+joint_weight",0.928834956828804,0.937198041347977,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep25_balanced_moderate_few_positive_cross_n100_p500_H3_G2_sep1",25,"n100p500",100,500,3,2,8,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.489425077544797,0.355553353125563,0.677846487168785,0.975595693918128,0.9617463534629,0.413825300309839,0.961797454556281,0.41317101719118,0.0868965189793416,0.198634122698585,16.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83054899528281,0.807234091704208,0.398505574807081,0.396184847303353,NA,0.213324452890285,1.44617517839473,0.448642849248353,8,3,0.715785909693821,"alpha+loading+joint_mu+joint_var+joint_weight",0.694547554829485,0.670476326183183,"alpha+loading+joint_mu+joint_log_var",3,1000,0.00814499999999998,FALSE,2000,1.48895286625404,0.834121489123327,0
"rep1_balanced_moderate_few_positive_cross_n100_p500_H4_G2_sep1",1,"n100p500",100,500,4,2,16,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.982119815787463,0.969394021824728,0.903745602047039,0.280712235283184,0.939256782146076,0.456432791914076,NA,NA,0.0986049173685704,0.823965514115532,16.9780000000001,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.0900769253586827,0.0825881025357937,0.996489912912551,0.849979111349813,NA,0.0113458026724888,0.175640066491119,0.0159310192831181,16,16,0.919182283427964,"alpha+loading+joint_mu+joint_var+joint_weight",0.907029670826216,0.915056899226065,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep1_balanced_moderate_few_positive_cross_n100_p500_H4_G2_sep1",1,"n100p500",100,500,4,2,16,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.446119418919615,0.325435036843678,0.619262660675471,0.996624773651296,0.955903397105095,0.447536751415568,0.956044409119336,0.446674383918888,0.0999569430991693,-0.000403583116188077,16.9100000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0689195541136,1.1556462544293,0.311571233286455,0.22593992269385,NA,0.177958656420579,1.71257262918651,0.637456271370239,3,3,0.634860065089535,"alpha+loading+joint_mu+joint_var+joint_weight",0.621723037899973,0.548406456605848,"alpha+loading+joint_mu+joint_log_var",2,1000,0.00845500000000004,FALSE,2000,1.41219398782346,0.901926847734351,0
"rep2_balanced_moderate_few_positive_cross_n100_p500_H4_G2_sep1",2,"n100p500",100,500,4,2,16,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.983082359701331,0.979326084093365,0.896614827653065,0.257474699171852,0.917225833298082,0.439265330617963,NA,NA,0.098581517350175,0.723631064273781,15.797,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.113411036483432,0.0710608598931188,0.999182604941596,0.931571098495941,NA,0.0151272922106785,0.198128952294493,0.0332846152070317,16,16,0.908741070398334,"alpha+loading+joint_mu+joint_var+joint_weight",0.898417523973455,0.911643923173837,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep2_balanced_moderate_few_positive_cross_n100_p500_H4_G2_sep1",2,"n100p500",100,500,4,2,16,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.436397248925466,0.223808278066468,0.640708580772394,1.01576989311295,0.959380869378988,0.387443692343211,0.95943573043746,0.386835943905452,0.100610963259492,0.00112456487958482,17.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81716679347879,1.09764783227658,0.34182615083321,0.243620202566193,NA,0.221309047075554,1.71130725783058,0.855653628915291,4,3,0.656045373851063,"alpha+loading+joint_mu+joint_var+joint_weight",0.642042309168419,0.556040940645455,"alpha+loading+joint_mu+joint_log_var",2,1000,0.00882749999999999,FALSE,2000,1.20058242875693,0.826709969649814,1
"rep3_balanced_moderate_few_positive_cross_n100_p500_H4_G2_sep1",3,"n100p500",100,500,4,2,16,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like","map",0,0.01,2,1.5,1,"independent_marginal_mixture",0.980317099304617,0.969994581454896,0.879654206333656,0.309522649629302,0.917603475809187,0.53128362074016,NA,NA,0.0978009323098737,0.780748663101604,16.451,FALSE,10,10,TRUE,TRUE,3,3,TRUE,"posterior_objective",0.119293555390354,0.0790574449795168,0.994051094558492,0.860763574070023,NA,0.0157427477288315,0.223335064982209,0.0290039869957755,16,16,0.898721047828507,"alpha+loading+joint_mu+joint_var+joint_weight",0.884528281238038,0.89836893842145,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA
"rep3_balanced_moderate_few_positive_cross_n100_p500_H4_G2_sep1",3,"n100p500",100,500,4,2,16,1,"equal","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_few_positive_cross","moderate_ifeval_like",NA,NA,NA,NA,NA,NA,"joint_mixture_factor_gibbs",0.491661718369584,0.322543697093197,0.696110657327504,0.964766845166068,0.95674084320648,0.478956730303866,0.956756971424199,0.479014772518735,0.0975390351012209,0.00257113013668056,17.6220000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48912526208568,1.02332982609372,0.309370837116319,0.237278872467157,NA,0.216858717425542,1.69407632472608,0.837110231812982,3,3,0.706574621455297,"alpha+loading+joint_mu+joint_var+joint_weight",0.694749121809177,0.597989638251995,"alpha+loading+joint_mu+joint_log_var",2,1000,0.00881100000000004,FALSE,2000,1.25479023289909,0.816808150226413,1
